,index,tconst,primaryTitle,averageRating,numVotes,startYear,first,second,third,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western,groupe
25355,25361,tt4967094,Our Times,7.4,5843,2015,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25356,25362,tt4967920,Dabbe 6: The Return,5.6,3137,2015,Horror,Mystery,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7
25357,25363,tt4969044,Riphagen,7.1,8405,2016,Biography,Drama,War,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
25358,25364,tt4970294,"Scaler, Dark Spirit",3.3,1610,2016,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25359,25365,tt4971344,The Sisters Brothers,6.9,68708,2018,Drama,Western,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25360,25366,tt4971408,Await Further Instructions,4.9,9323,2018,Horror,Mystery,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25361,25367,tt4971824,Very Big Shot,6.9,1497,2015,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25362,25368,tt4972062,Don't Think Twice,6.7,18069,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25363,25369,tt4972582,Split,7.3,531388,2016,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25364,25370,tt4973112,Hitting the Apex,8.1,4092,2015,Documentary,Sport,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
25365,25371,tt4974254,Zombies Have Fallen,2.5,1057,2017,Action,Fantasy,Sci-Fi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
25366,25372,tt4974616,Smuggling Hendrix,6.6,1175,2018,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25367,25373,tt4974684,Kara Bela,6.7,9468,2015,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25368,25374,tt4974778,Feral,4.3,4453,2017,Action,Drama,Horror,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25369,25375,tt4974812,Cryptid,5.2,1755,2022,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
25370,25376,tt4975280,Strangled,7.0,6384,2016,Crime,Drama,Horror,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25371,25377,tt4975722,Moonlight,7.4,323788,2016,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25372,25378,tt4975920,The Kid,5.9,9242,2019,Biography,Drama,Western,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25373,25379,tt4976192,211,4.4,9110,2018,Action,Drama,Thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25374,25380,tt4977530,Viceroy's House,6.7,8440,2017,Biography,Drama,History,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
25375,25381,tt4978274,Priceless,6.0,4066,2016,Crime,Drama,Romance,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25376,25382,tt4978710,Marjorie Prime,6.3,6769,2017,Drama,Mystery,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
25377,25383,tt4979082,Jai Gangaajal,5.8,2602,2016,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25378,25384,tt4979860,Camping 3,4.3,1078,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25379,25385,tt4980272,Saahasam Swaasaga Saagipo,6.6,1306,2016,Action,Romance,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25380,25386,tt4981636,Middle School: The Worst Years of My Life,6.1,9727,2016,Comedy,Family,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25381,25387,tt4981966,24,7.9,23450,2016,Action,Comedy,Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25382,25388,tt4983780,Maanaadu,8.3,24384,2021,Action,Adventure,Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
25383,25389,tt4985848,Pitchfork,3.0,3661,2016,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25384,25390,tt4986098,The Titan,4.8,32924,2018,Drama,Mystery,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25385,25391,tt4986134,Rebel in the Rye,6.7,10501,2017,Biography,Drama,Romance,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25386,25392,tt4986754,Big Bear,5.1,1443,2017,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25387,25393,tt4987556,Thani Oruvan,8.4,21086,2015,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25388,25394,tt4990516,You Are My Sunday,7.7,1831,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25389,25395,tt4991112,They Remain,4.3,1472,2018,Thriller,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25390,25396,tt4991384,Visaaranai,8.5,11640,2015,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25391,25397,tt4991512,Tramps,6.5,6078,2016,Adventure,Romance,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25392,25398,tt4991652,Camino,4.9,1113,2015,Action,Adventure,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25393,25399,tt4992060,Compulsion,3.8,1731,2016,Drama,Fantasy,Horror,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25394,25400,tt4992086,Bhale Bhale Magadivoy,7.7,4073,2015,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25395,25401,tt4993964,Full Speed,5.8,3513,2016,Action,Comedy,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25396,25402,tt4994718,Kocan Kadar Konus: Dirilis,5.7,3420,2016,Comedy,Drama,Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25397,25403,tt4994736,My Mother's Wound,7.3,4064,2016,Drama,Mystery,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
25398,25404,tt4995540,Being the Ricardos,6.5,43711,2021,Biography,Drama,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25399,25405,tt4995590,Junun,7.3,2195,2015,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25400,25406,tt4995748,Paayum Puli,6.1,1013,2015,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25401,25407,tt4995776,The Red Sea Diving Resort,6.6,31603,2019,Drama,History,Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25402,25408,tt4995790,The Square,7.1,74524,2017,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25403,25409,tt4998632,Ambulance,6.1,87899,2022,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25404,25410,tt4998772,Bedeviled,4.2,3492,2016,Horror,Mystery,Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7
25405,25411,tt5000250,In fondo al bosco,6.3,1219,2015,Mystery,Thriller,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
25406,25412,tt5001436,The Curse of Robert the Doll,3.1,1356,2016,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25407,25413,tt5001576,Barça Dreams,7.3,1123,2015,Documentary,Sport,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
25408,25414,tt5001718,"Everything, Everything",6.3,41540,2017,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25409,25415,tt5001754,Braven,5.9,41365,2018,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25410,25416,tt5001772,Justin Timberlake + the Tennessee Kids,7.6,2275,2016,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25411,25417,tt5002394,Illegitimate,6.7,1546,2016,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25412,25418,tt5003186,Plan de fuga,5.6,1985,2016,Action,Adventure,Crime,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25413,25419,tt5004422,The Samurai in Autumn,6.2,1240,2016,Comedy,Romance,Sport,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7
25414,25420,tt5004766,Birdboy: The Forgotten Children,7.2,3002,2015,Animation,Drama,Sci-Fi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
25415,25421,tt5005684,Nil Battey Sannata,8.2,7460,2015,Drama,Family,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25416,25422,tt5007434,Breakdown Forest - Reise in den Abgrund,3.5,1172,2019,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25417,25423,tt5009236,King Candy,6.8,1837,2015,Biography,Drama,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25418,25424,tt5009286,Residue,5.4,1181,2017,Action,Horror,Thriller,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25419,25425,tt5011242,Hedi,6.7,1303,2016,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25420,25426,tt5011290,Never Gone,5.1,1088,2016,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25421,25427,tt5012504,Injustice,6.4,15225,2021,Action,Adventure,Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25422,25428,tt5013056,Dunkirk,7.8,714578,2017,Action,Drama,History,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
25423,25429,tt5013688,Shelley,5.3,4008,2016,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7
25424,25430,tt5013984,Gully,2.6,22801,2019,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25425,25431,tt5016442,Gujjubhai the Great,8.1,1540,2015,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25426,25432,tt5016946,Handsome Devil,7.0,16347,2016,Comedy,Drama,Sport,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
25427,25433,tt5017936,Prodigy,5.9,7357,2017,Drama,Sci-Fi,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
25428,25434,tt5019884,The Monk and the Demon,6.8,1201,2016,Comedy,Mystery,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
25429,25435,tt5021536,Kendasampige,8.3,2144,2015,Romance,Thriller,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7
25430,25436,tt5022680,All Hallows' Eve 2,4.7,2631,2015,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25431,25437,tt5022702,Hush,6.6,148453,2016,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25432,25438,tt5023260,The Last Word,6.6,8709,2017,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25433,25439,tt5027162,Aurora Borealis: Northern Light,7.1,1305,2017,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25434,25440,tt5027202,Colombia: Wild Magic,8.3,1344,2015,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25435,25441,tt5027774,"Three Billboards Outside Ebbing, Missouri",8.1,538050,2017,Comedy,Crime,Drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25436,25442,tt5028340,Mary Poppins Returns,6.7,92961,2018,Adventure,Comedy,Family,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25437,25443,tt5029602,Brice 3,4.3,1527,2016,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25438,25444,tt5029608,Frantz,7.5,16889,2016,Drama,History,Romance,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
25439,25445,tt5030004,Reunion 2: The Bachelor Party,4.3,1122,2016,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25440,25446,tt5030402,Little Boxes,5.9,2208,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25441,25447,tt5030452,Don't Talk to Irene,6.4,1234,2017,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25442,25448,tt5031332,McLaren,7.3,2613,2017,Biography,Documentary,Drama,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25443,25449,tt5031658,Soul to Keep,4.2,1078,2018,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25444,25450,tt5031892,The Accidental Detective,6.7,1301,2015,Action,Comedy,Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25445,25451,tt5031998,Collector,6.8,2663,2016,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25446,25452,tt5032492,Born in Heinola,6.3,1419,2016,Biography,Drama,Music,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25447,25453,tt5033000,Jaws 19,6.4,2171,2015,Action,Horror,Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
25448,25454,tt5033290,Trench 11,5.4,2687,2017,Horror,Thriller,War,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7
25449,25455,tt5033342,4 Kings,6.7,1137,2015,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25450,25456,tt5033790,Banking on Bitcoin,6.6,3692,2016,Documentary,History,News,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7
25451,25457,tt5033998,Charlie's Angels,5.0,77880,2019,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25452,25458,tt5034122,Cruise,5.4,1431,2018,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25453,25459,tt5034266,Our Souls at Night,6.9,14548,2017,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25454,25460,tt5034276,The Phone,6.5,1138,2015,Action,Mystery,Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
25455,25461,tt5034474,The Assignment,4.7,9071,2016,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
25456,25462,tt5034838,Godzilla vs. Kong,6.3,226511,2021,Action,Sci-Fi,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
25457,25463,tt5036442,Hayat Öpücügü,5.9,1344,2015,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25458,25464,tt5037840,Drunk Parents,4.0,7678,2019,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25459,25465,tt5037912,Maya,7.5,1765,2015,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25460,25466,tt5037996,Nausea,6.2,2626,2015,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25461,25467,tt5038358,News from Planet Mars,6.2,1322,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25462,25468,tt5038372,Fanny's Journey,7.0,1562,2016,Drama,War,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
25463,25469,tt5038448,Bruce Lee - The Fighter,5.5,2324,2015,Action,Comedy,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25464,25470,tt5039054,Oopiri,8.0,5699,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25465,25471,tt5039088,The Transfiguration,6.1,4020,2016,Drama,Horror,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25466,25472,tt5039578,The Year of Spectacular Men,5.6,1841,2017,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25467,25473,tt5039860,Dalida,6.9,3530,2016,Biography,Drama,Music,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25468,25474,tt5039994,Dismissed,5.7,7924,2017,Drama,Horror,Thriller,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25469,25475,tt5040202,Last Seen in Idaho,4.6,3495,2018,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25470,25476,tt5041296,Muse,5.4,3742,2017,Fantasy,Horror,Mystery,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7
25471,25477,tt5044656,The Shadow Effect,4.2,1911,2017,Mystery,Sci-Fi,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7
25472,25478,tt5045746,Buoyancy,7.3,1440,2019,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25473,25479,tt5046534,Felix Manalo,4.1,3961,2015,Biography,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25474,25480,tt5047400,Desolation,4.5,1326,2017,Drama,Horror,Thriller,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
25475,25481,tt5049302,The Priests,6.3,2160,2015,Mystery,Thriller,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
25476,25482,tt5049636,Karbala,6.1,1496,2015,Drama,War,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
25477,25483,tt5050200,Beyond Valkyrie: Dawn of the 4th Reich,5.1,1170,2016,Action,History,War,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
25478,25484,tt5050788,Loev,5.9,2805,2015,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25479,25485,tt5050876,Måste gitt,6.7,1316,2017,Comedy,Crime,Drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25480,25486,tt5051390,Ahwak,5.2,1149,2015,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25481,25487,tt5052448,Get Out,7.8,661916,2017,Horror,Mystery,Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7
25482,25488,tt5052474,Sicario: Day of the Soldado,7.1,160608,2018,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25483,25489,tt5052524,Operator,6.0,2058,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25484,25490,tt5053156,The Village in the Woods,4.2,2245,2019,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25485,25491,tt5053508,Rammstein in Amerika,8.1,1560,2015,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25486,25492,tt5056842,Body of Sin,4.3,2095,2018,Adventure,Crime,Thriller,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25487,25493,tt5057140,Hold the Dark,5.6,39502,2018,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25488,25494,tt5058114,Wonderful Nightmare,7.1,1121,2015,Comedy,Drama,Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25489,25495,tt5058340,Death Note: Light Up the New World,5.7,3233,2016,Crime,Drama,Horror,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
25490,25496,tt5059406,I Am the Pretty Thing That Lives in the House,4.6,15522,2016,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7
25491,25497,tt5059782,The Northlander,3.7,3819,2016,Drama,Fantasy,Sci-Fi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
25492,25498,tt5060166,Beyond the Woods,4.0,4851,2018,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25493,25499,tt5061162,The Teacher,7.2,3749,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25494,25500,tt5061360,Promise at Dawn,7.1,3658,2017,Biography,Drama,Romance,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25495,25501,tt5061814,Goodbye Mr. Loser,6.7,3319,2015,Comedy,Drama,Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25496,25502,tt5062938,While We Live,6.7,1453,2017,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25497,25503,tt5065790,Nadide Hayat,6.3,3873,2015,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25498,25504,tt5065810,Aloys,6.3,2213,2016,Drama,Fantasy,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25499,25505,tt5065822,Ronaldo,6.3,16866,2015,Biography,Documentary,Sport,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
25500,25506,tt5066056,The Wilde Wedding,5.2,2618,2017,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
25501,25507,tt5066556,The Tiger,7.2,6211,2015,Action,Adventure,Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25502,25508,tt5068162,Sometimes Always Never,6.3,3127,2018,Comedy,Drama,Mystery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25503,25509,tt5068280,Paavada,6.2,1456,2016,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25504,25510,tt5068650,The Dark Tapes,4.6,3210,2016,Horror,Mystery,Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7
25505,25511,tt5069074,A Billion Lives,7.9,2846,2016,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25506,25512,tt5070062,I'll Find You,7.3,1206,2019,Drama,Music,Romance,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25507,25513,tt5071886,Kabali,6.1,13894,2016,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25508,25514,tt5072406,Moka,6.2,1194,2016,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25509,25515,tt5072542,"The First, the Last",6.3,1046,2016,Comedy,Crime,Romance,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
